:TYPE,:START_ID(Person),rank:long,:END_ID(Person)
RANKED,7083, 0, 6703
RANKED,7083, 1, 286
RANKED,7083, 2, 7381
RANKED,7083, 3, 4895
RANKED,7083, 4, 6291
RANKED,7083, 5, 1648
RANKED,7083, 6, 405
RANKED,7084, 0, 7184
RANKED,7084, 1, 8752
RANKED,7084, 2, 9039
RANKED,7084, 3, 3276
RANKED,7084, 4, 3365
RANKED,7084, 5, 6991
RANKED,7084, 6, 7362
RANKED,7085, 0, 3673
RANKED,7085, 1, 2642
RANKED,7085, 2, 4644
RANKED,7086, 0, 2015
RANKED,7086, 1, 3302
RANKED,7087, 0, 4935
RANKED,7087, 1, 1194
RANKED,7087, 2, 1023
RANKED,7087, 3, 8450
RANKED,7087, 4, 8356
RANKED,7087, 5, 7554
RANKED,7087, 6, 7111
RANKED,7087, 7, 4431
RANKED,7088, 0, 8754
RANKED,7088, 1, 1751
RANKED,7088, 2, 8714
RANKED,7088, 3, 2032
RANKED,7088, 4, 2662
RANKED,7088, 5, 4689
RANKED,7089, 0, 4457
RANKED,7089, 1, 5014
RANKED,7089, 2, 298
RANKED,7089, 3, 1801
RANKED,7089, 4, 3472
RANKED,7089, 5, 6725
RANKED,7089, 6, 3149
RANKED,7089, 7, 5110
RANKED,7090, 0, 2184
RANKED,7090, 1, 8281
RANKED,7090, 2, 1049
RANKED,7090, 3, 1145
RANKED,7091, 0, 4125
RANKED,7091, 1, 1623
RANKED,7091, 2, 5868
RANKED,7091, 3, 5
RANKED,7091, 4, 9230
RANKED,7091, 5, 1078
RANKED,7091, 6, 1326
RANKED,7091, 7, 9351
RANKED,7092, 0, 9230
RANKED,7092, 1, 8017
RANKED,7092, 2, 7214
RANKED,7092, 3, 6331
RANKED,7092, 4, 6805
RANKED,7092, 5, 1825
RANKED,7092, 6, 9463
RANKED,7092, 7, 7591
RANKED,7093, 0, 8594
RANKED,7093, 1, 1984
RANKED,7093, 2, 4599
RANKED,7093, 3, 9471
RANKED,7093, 4, 9886
RANKED,7094, 0, 5457
RANKED,7094, 1, 4321
RANKED,7094, 2, 1449
RANKED,7094, 3, 2524
RANKED,7095, 0, 2692
RANKED,7095, 1, 6414
RANKED,7095, 2, 9936
RANKED,7095, 3, 7179
RANKED,7095, 4, 7622
RANKED,7096, 0, 96
RANKED,7096, 1, 3846
RANKED,7096, 2, 5582
RANKED,7096, 3, 7480
RANKED,7096, 4, 2817
RANKED,7096, 5, 6085
RANKED,7096, 6, 1870
RANKED,7097, 0, 841
RANKED,7097, 1, 8326
RANKED,7097, 2, 8348
RANKED,7097, 3, 750
RANKED,7097, 4, 7894
RANKED,7097, 5, 9443
RANKED,7097, 6, 8768
RANKED,7097, 7, 1493
RANKED,7097, 8, 262
RANKED,7097, 9, 206
RANKED,7098, 0, 9884
RANKED,7098, 1, 2096
RANKED,7098, 2, 4339
RANKED,7098, 3, 6602
RANKED,7098, 4, 1966
RANKED,7098, 5, 5248
RANKED,7099, 0, 46
RANKED,7099, 1, 2616
RANKED,7099, 2, 791
RANKED,7099, 3, 7459
RANKED,7099, 4, 4520
RANKED,7100, 0, 8922
RANKED,7100, 1, 1022
RANKED,7100, 2, 5652
RANKED,7100, 3, 9846
RANKED,7100, 4, 2479
RANKED,7100, 5, 1042
RANKED,7101, 0, 8515
RANKED,7101, 1, 7179
RANKED,7101, 2, 9558
RANKED,7101, 3, 7513
RANKED,7101, 4, 3786
RANKED,7101, 5, 6014
RANKED,7101, 6, 7942
RANKED,7102, 0, 1133
RANKED,7102, 1, 3123
RANKED,7102, 2, 722
RANKED,7103, 0, 7855
RANKED,7103, 1, 7766
RANKED,7103, 2, 707
RANKED,7103, 3, 45
RANKED,7103, 4, 2232
RANKED,7103, 5, 6021
RANKED,7103, 6, 4827
RANKED,7104, 0, 1413
RANKED,7104, 1, 4994
RANKED,7104, 2, 6393
RANKED,7104, 3, 5942
RANKED,7105, 0, 4980
RANKED,7106, 0, 2145
RANKED,7106, 1, 9863
RANKED,7107, 0, 613
RANKED,7107, 1, 7036
RANKED,7108, 0, 2595
RANKED,7108, 1, 5478
RANKED,7108, 2, 2465
RANKED,7108, 3, 3331
RANKED,7108, 4, 8428
RANKED,7108, 5, 7778
RANKED,7108, 6, 1073
RANKED,7109, 0, 5500
RANKED,7109, 1, 3769
RANKED,7109, 2, 7730
RANKED,7109, 3, 9813
RANKED,7109, 4, 9142
RANKED,7110, 0, 4271
RANKED,7110, 1, 9022
RANKED,7110, 2, 2244
RANKED,7110, 3, 2757
RANKED,7110, 4, 5340
RANKED,7110, 5, 4435
RANKED,7111, 0, 7893
RANKED,7111, 1, 92
RANKED,7111, 2, 362
RANKED,7111, 3, 7638
RANKED,7111, 4, 7085
RANKED,7111, 5, 2530
RANKED,7111, 6, 9178
RANKED,7112, 0, 1913
RANKED,7112, 1, 7684
RANKED,7112, 2, 5753
RANKED,7112, 3, 2120
RANKED,7112, 4, 6696
RANKED,7112, 5, 6480
RANKED,7112, 6, 5823
RANKED,7112, 7, 8306
RANKED,7113, 0, 1931
RANKED,7113, 1, 4261
RANKED,7114, 0, 9205
RANKED,7114, 1, 1659
RANKED,7114, 2, 3789
RANKED,7114, 3, 2784
RANKED,7114, 4, 134
RANKED,7115, 0, 3932
RANKED,7115, 1, 4518
RANKED,7115, 2, 5592
RANKED,7115, 3, 3081
RANKED,7115, 4, 6338
RANKED,7116, 0, 316
RANKED,7116, 1, 4369
RANKED,7116, 2, 1118
RANKED,7116, 3, 8209
RANKED,7116, 4, 2798
RANKED,7116, 5, 9711
RANKED,7117, 0, 2076
RANKED,7117, 1, 9403
RANKED,7117, 2, 6817
RANKED,7117, 3, 2908
RANKED,7117, 4, 3384
RANKED,7118, 0, 1939
RANKED,7118, 1, 9160
RANKED,7118, 2, 6750
RANKED,7118, 3, 4661
RANKED,7118, 4, 2106
RANKED,7119, 0, 8317
RANKED,7119, 1, 7097
RANKED,7119, 2, 3090
RANKED,7119, 3, 2864
RANKED,7119, 4, 2456
RANKED,7119, 5, 3187
RANKED,7120, 0, 967
RANKED,7120, 1, 8482
RANKED,7120, 2, 5653
RANKED,7120, 3, 6137
RANKED,7120, 4, 9013
RANKED,7120, 5, 1436
RANKED,7120, 6, 2078
RANKED,7120, 7, 304
RANKED,7120, 8, 9494
RANKED,7120, 9, 2160
RANKED,7120, 10, 5150
RANKED,7121, 0, 6947
RANKED,7121, 1, 2525
RANKED,7121, 2, 8057
RANKED,7121, 3, 5347
RANKED,7121, 4, 4029
RANKED,7121, 5, 7691
RANKED,7122, 0, 6575
RANKED,7122, 1, 347
RANKED,7122, 2, 95
RANKED,7122, 3, 3131
RANKED,7122, 4, 5379
RANKED,7122, 5, 1199
RANKED,7122, 6, 6208
RANKED,7122, 7, 7549
RANKED,7122, 8, 1494
RANKED,7122, 9, 6294
RANKED,7122, 10, 3956
RANKED,7122, 11, 9691
RANKED,7122, 12, 7309
RANKED,7122, 13, 9663
RANKED,7123, 0, 4411
RANKED,7123, 1, 2153
RANKED,7123, 2, 4764
RANKED,7123, 3, 6342
RANKED,7123, 4, 1809
RANKED,7123, 5, 3413
RANKED,7124, 0, 9949
RANKED,7124, 1, 1594
RANKED,7124, 2, 6897
RANKED,7124, 3, 2883
RANKED,7124, 4, 1720
RANKED,7124, 5, 406
RANKED,7124, 6, 3959
RANKED,7125, 0, 668
RANKED,7125, 1, 8492
RANKED,7125, 2, 389
RANKED,7125, 3, 4632
RANKED,7125, 4, 3693
RANKED,7125, 5, 8528
RANKED,7125, 6, 3289
RANKED,7126, 0, 1837
RANKED,7126, 1, 628
RANKED,7127, 0, 7843
RANKED,7127, 1, 419
RANKED,7127, 2, 1532
RANKED,7127, 3, 8239
RANKED,7127, 4, 304
RANKED,7128, 0, 8375
RANKED,7128, 1, 9513
RANKED,7128, 2, 2847
RANKED,7128, 3, 8829
RANKED,7128, 4, 8158
RANKED,7128, 5, 7445
RANKED,7128, 6, 3295
RANKED,7128, 7, 3347
RANKED,7128, 8, 5276
RANKED,7128, 9, 7901
RANKED,7129, 0, 2155
RANKED,7129, 1, 7178
RANKED,7129, 2, 104
RANKED,7129, 3, 5215
RANKED,7129, 4, 83
RANKED,7129, 5, 8772
RANKED,7129, 6, 5231
RANKED,7129, 7, 5204
RANKED,7129, 8, 253
RANKED,7129, 9, 6241
RANKED,7130, 0, 9694
RANKED,7130, 1, 8403
RANKED,7130, 2, 2337
RANKED,7130, 3, 148
RANKED,7130, 4, 9591
RANKED,7130, 5, 6454
RANKED,7130, 6, 9581
RANKED,7130, 7, 7433
RANKED,7131, 0, 3112
RANKED,7131, 1, 3812
RANKED,7131, 2, 6081
RANKED,7132, 0, 1250
RANKED,7132, 1, 6419
RANKED,7133, 0, 5020
RANKED,7133, 1, 6942
RANKED,7133, 2, 2571
RANKED,7134, 0, 5409
RANKED,7134, 1, 2576
RANKED,7134, 2, 4128
RANKED,7134, 3, 9746
RANKED,7134, 4, 6078
RANKED,7134, 5, 4644
RANKED,7134, 6, 5423
RANKED,7134, 7, 1115
RANKED,7134, 8, 2714
RANKED,7134, 9, 1679
RANKED,7135, 0, 2135
RANKED,7135, 1, 9461
RANKED,7135, 2, 6343
RANKED,7135, 3, 6632
RANKED,7135, 4, 2451
RANKED,7135, 5, 6847
RANKED,7135, 6, 3425
RANKED,7136, 0, 9501
RANKED,7136, 1, 2647
RANKED,7136, 2, 222
RANKED,7136, 3, 6894
RANKED,7136, 4, 6744
RANKED,7136, 5, 3508
RANKED,7136, 6, 5577
RANKED,7137, 0, 4197
RANKED,7137, 1, 4588
RANKED,7137, 2, 511
RANKED,7137, 3, 8211
RANKED,7137, 4, 7836
RANKED,7137, 5, 5803
RANKED,7137, 6, 5439
RANKED,7137, 7, 3305
RANKED,7137, 8, 356
RANKED,7138, 0, 2500
RANKED,7139, 0, 2240
RANKED,7139, 1, 6165
RANKED,7139, 2, 5910
RANKED,7139, 3, 9869
RANKED,7140, 0, 5629
RANKED,7140, 1, 3246
RANKED,7140, 2, 5730
RANKED,7140, 3, 4345
RANKED,7140, 4, 6069
RANKED,7140, 5, 842
RANKED,7141, 0, 6414
RANKED,7141, 1, 3362
RANKED,7141, 2, 8161
RANKED,7141, 3, 8097
RANKED,7141, 4, 1533
RANKED,7141, 5, 5750
RANKED,7141, 6, 4364
RANKED,7141, 7, 524
RANKED,7141, 8, 9747
RANKED,7141, 9, 7917
RANKED,7141, 10, 4151
RANKED,7142, 0, 2851
RANKED,7142, 1, 7242
RANKED,7143, 0, 3049
RANKED,7143, 1, 6900
RANKED,7143, 2, 1880
RANKED,7143, 3, 8923
RANKED,7143, 4, 6978
RANKED,7144, 0, 8787
RANKED,7144, 1, 1820
RANKED,7144, 2, 3050
RANKED,7144, 3, 8436
RANKED,7144, 4, 1673
RANKED,7145, 0, 6156
RANKED,7145, 1, 2625
RANKED,7145, 2, 4248
RANKED,7145, 3, 5690
RANKED,7145, 4, 1537
RANKED,7145, 5, 4263
RANKED,7146, 0, 7378
RANKED,7146, 1, 6016
RANKED,7146, 2, 2806
RANKED,7146, 3, 9404
RANKED,7147, 0, 8915
RANKED,7147, 1, 9617
RANKED,7147, 2, 8377
RANKED,7147, 3, 6016
RANKED,7147, 4, 9710
RANKED,7147, 5, 2322
RANKED,7147, 6, 3342
RANKED,7147, 7, 7344
RANKED,7147, 8, 1448
RANKED,7147, 9, 4
RANKED,7148, 0, 557
RANKED,7148, 1, 2452
RANKED,7148, 2, 7007
RANKED,7148, 3, 2381
RANKED,7148, 4, 7552
RANKED,7148, 5, 6587
RANKED,7149, 0, 6392
RANKED,7149, 1, 1711
RANKED,7149, 2, 1243
RANKED,7149, 3, 8235
RANKED,7150, 0, 8774
RANKED,7150, 1, 1199
RANKED,7150, 2, 6175
RANKED,7150, 3, 8436
RANKED,7150, 4, 418
RANKED,7150, 5, 8996
RANKED,7150, 6, 7737
RANKED,7151, 0, 3839
RANKED,7151, 1, 4278
RANKED,7151, 2, 5445
RANKED,7151, 3, 3355
RANKED,7151, 4, 4912
RANKED,7151, 5, 4138
RANKED,7151, 6, 1930
RANKED,7151, 7, 4984
RANKED,7151, 8, 6673
RANKED,7152, 0, 6712
RANKED,7152, 1, 5487
RANKED,7152, 2, 2358
RANKED,7152, 3, 4420
RANKED,7152, 4, 4627
RANKED,7152, 5, 6939
RANKED,7152, 6, 2457
RANKED,7152, 7, 9904
RANKED,7152, 8, 1019
RANKED,7153, 0, 4124
RANKED,7153, 1, 7545
RANKED,7153, 2, 4582
RANKED,7153, 3, 6057
RANKED,7153, 4, 783
RANKED,7154, 0, 2086
RANKED,7154, 1, 1591
RANKED,7154, 2, 3831
RANKED,7154, 3, 8830
RANKED,7154, 4, 5051
RANKED,7154, 5, 1663
RANKED,7154, 6, 2643
RANKED,7154, 7, 3134
RANKED,7154, 8, 543
RANKED,7154, 9, 9778
RANKED,7154, 10, 4410
RANKED,7154, 11, 1001
RANKED,7155, 0, 5118
RANKED,7155, 1, 9620
RANKED,7155, 2, 721
RANKED,7155, 3, 4247
RANKED,7155, 4, 7532
RANKED,7155, 5, 1051
RANKED,7156, 0, 5961
RANKED,7156, 1, 1807
RANKED,7156, 2, 424
RANKED,7156, 3, 2419
RANKED,7156, 4, 4806
RANKED,7157, 0, 3757
RANKED,7157, 1, 7267
RANKED,7157, 2, 9393
RANKED,7157, 3, 8751
RANKED,7157, 4, 2175
RANKED,7157, 5, 6671
RANKED,7157, 6, 5879
RANKED,7157, 7, 6319
RANKED,7158, 0, 1998
RANKED,7158, 1, 1177
RANKED,7158, 2, 1154
RANKED,7158, 3, 4189
RANKED,7158, 4, 3195
RANKED,7159, 0, 1319
RANKED,7159, 1, 4683
RANKED,7159, 2, 2193
RANKED,7159, 3, 1343
RANKED,7159, 4, 3914
RANKED,7160, 0, 4534
RANKED,7160, 1, 1444
RANKED,7160, 2, 7375
RANKED,7160, 3, 4009
RANKED,7160, 4, 5782
RANKED,7160, 5, 2775
RANKED,7160, 6, 5145
RANKED,7160, 7, 5335
RANKED,7160, 8, 6137
RANKED,7160, 9, 3123
RANKED,7161, 0, 3055
RANKED,7161, 1, 8119
RANKED,7161, 2, 5894
RANKED,7161, 3, 2358
RANKED,7161, 4, 210
RANKED,7162, 0, 4451
RANKED,7162, 1, 4729
RANKED,7162, 2, 2870
RANKED,7162, 3, 769
RANKED,7163, 0, 5696
RANKED,7163, 1, 4688
RANKED,7163, 2, 9987
RANKED,7163, 3, 3825
RANKED,7164, 0, 8519
RANKED,7164, 1, 4328
RANKED,7164, 2, 6682
RANKED,7164, 3, 4817
RANKED,7164, 4, 2164
RANKED,7165, 0, 4087
RANKED,7165, 1, 8040
RANKED,7165, 2, 1213
RANKED,7165, 3, 8273
RANKED,7165, 4, 6646
RANKED,7165, 5, 8493
RANKED,7166, 0, 2461
RANKED,7167, 0, 5661
RANKED,7167, 1, 6247
RANKED,7167, 2, 3905
RANKED,7167, 3, 2771
RANKED,7168, 0, 184
RANKED,7168, 1, 5133
RANKED,7168, 2, 1841
RANKED,7168, 3, 6935
RANKED,7169, 0, 4507
RANKED,7169, 1, 2199
RANKED,7169, 2, 1323
RANKED,7169, 3, 6669
RANKED,7169, 4, 5461
RANKED,7169, 5, 2128
RANKED,7170, 0, 6258
RANKED,7170, 1, 2374
RANKED,7170, 2, 2557
RANKED,7170, 3, 7431
RANKED,7170, 4, 8588
RANKED,7170, 5, 9131
RANKED,7171, 0, 3070
RANKED,7171, 1, 9223
RANKED,7171, 2, 1416
RANKED,7171, 3, 2240
RANKED,7172, 0, 6498
RANKED,7172, 1, 609
RANKED,7172, 2, 2166
RANKED,7172, 3, 1407
RANKED,7173, 0, 919
RANKED,7173, 1, 3798
RANKED,7173, 2, 7041
RANKED,7173, 3, 9842
RANKED,7173, 4, 365
RANKED,7173, 5, 8710
RANKED,7173, 6, 960
RANKED,7173, 7, 8045
RANKED,7174, 0, 7943
RANKED,7174, 1, 3031
RANKED,7174, 2, 6635
RANKED,7174, 3, 9752
RANKED,7174, 4, 669
RANKED,7174, 5, 510
RANKED,7174, 6, 5744
RANKED,7175, 0, 3979
RANKED,7175, 1, 9061
RANKED,7175, 2, 2432
RANKED,7175, 3, 4760
RANKED,7175, 4, 5401
RANKED,7176, 0, 8850
RANKED,7177, 0, 349
RANKED,7177, 1, 4687
RANKED,7177, 2, 228
RANKED,7177, 3, 9052
RANKED,7177, 4, 7289
RANKED,7177, 5, 1908
RANKED,7177, 6, 7768
RANKED,7177, 7, 6547
RANKED,7178, 0, 7102
RANKED,7178, 1, 4627
RANKED,7178, 2, 9653
RANKED,7178, 3, 4682
RANKED,7178, 4, 1006
RANKED,7178, 5, 6511
RANKED,7178, 6, 2523
RANKED,7179, 0, 7387
RANKED,7179, 1, 6237
RANKED,7179, 2, 8018
RANKED,7179, 3, 7473
RANKED,7179, 4, 7928
RANKED,7179, 5, 2939
RANKED,7179, 6, 3445
RANKED,7179, 7, 7766
RANKED,7179, 8, 9704
RANKED,7180, 0, 5491
RANKED,7180, 1, 6287
RANKED,7180, 2, 3646
RANKED,7180, 3, 7711
RANKED,7180, 4, 5145
RANKED,7180, 5, 6999
RANKED,7181, 0, 4240
RANKED,7181, 1, 126
RANKED,7181, 2, 2698
RANKED,7181, 3, 4586
RANKED,7181, 4, 2183
RANKED,7182, 0, 9525
RANKED,7182, 1, 8251
RANKED,7182, 2, 9283
RANKED,7182, 3, 773
RANKED,7182, 4, 7766
RANKED,7182, 5, 3632
RANKED,7182, 6, 5825
RANKED,7182, 7, 2458
RANKED,7182, 8, 1307
RANKED,7182, 9, 9256
RANKED,7183, 0, 7396
RANKED,7183, 1, 969
RANKED,7183, 2, 9268
RANKED,7183, 3, 7902
RANKED,7183, 4, 1162
RANKED,7183, 5, 9090
RANKED,7183, 6, 9679
RANKED,7183, 7, 5898
RANKED,7183, 8, 5682
RANKED,7183, 9, 6186
RANKED,7183, 10, 4562
RANKED,7183, 11, 77
RANKED,7183, 12, 5569
RANKED,7183, 13, 1300
RANKED,7183, 14, 4606
RANKED,7183, 15, 8532
RANKED,7183, 16, 3574
RANKED,7184, 0, 5750
RANKED,7184, 1, 7084
RANKED,7184, 2, 7334
RANKED,7184, 3, 1497
RANKED,7184, 4, 1283
RANKED,7184, 5, 5753
RANKED,7184, 6, 6064
RANKED,7184, 7, 9538
RANKED,7185, 0, 6865
RANKED,7185, 1, 8697
RANKED,7185, 2, 4367
RANKED,7186, 0, 2671
RANKED,7186, 1, 4119
RANKED,7186, 2, 2299
RANKED,7186, 3, 1415
RANKED,7187, 0, 6082
RANKED,7187, 1, 9182
RANKED,7187, 2, 8040
RANKED,7187, 3, 8814
RANKED,7188, 0, 3624
RANKED,7188, 1, 5035
RANKED,7188, 2, 588
RANKED,7188, 3, 2276
RANKED,7188, 4, 9039
RANKED,7188, 5, 5962
RANKED,7189, 0, 6694
RANKED,7189, 1, 480
RANKED,7189, 2, 7637
RANKED,7189, 3, 8097
RANKED,7189, 4, 6363
RANKED,7189, 5, 1781
RANKED,7190, 0, 3379
RANKED,7190, 1, 4679
RANKED,7190, 2, 3129
RANKED,7190, 3, 521
RANKED,7191, 0, 2547
RANKED,7191, 1, 217
RANKED,7192, 0, 3495
RANKED,7192, 1, 6601
RANKED,7192, 2, 6756
RANKED,7192, 3, 8771
RANKED,7192, 4, 9517
RANKED,7192, 5, 1597
RANKED,7193, 0, 5243
RANKED,7193, 1, 4158
RANKED,7193, 2, 8142
RANKED,7193, 3, 607
RANKED,7193, 4, 9050
RANKED,7193, 5, 128
RANKED,7193, 6, 1114
RANKED,7193, 7, 6507
RANKED,7194, 0, 2742
RANKED,7194, 1, 5962
RANKED,7194, 2, 9433
RANKED,7194, 3, 6996
RANKED,7194, 4, 6012
RANKED,7195, 0, 2133
RANKED,7195, 1, 6154
RANKED,7195, 2, 2040
RANKED,7195, 3, 1959
RANKED,7195, 4, 4843
RANKED,7196, 0, 9959
RANKED,7196, 1, 2233
RANKED,7197, 0, 3327
RANKED,7198, 0, 8761
RANKED,7198, 1, 6575
RANKED,7198, 2, 27
RANKED,7198, 3, 7928
RANKED,7199, 0, 542
RANKED,7199, 1, 7444
RANKED,7199, 2, 2279
RANKED,7199, 3, 4374
RANKED,7199, 4, 3317
RANKED,7200, 0, 2931
RANKED,7201, 0, 9166
RANKED,7201, 1, 149
RANKED,7201, 2, 4112
RANKED,7202, 0, 8852
RANKED,7202, 1, 2306
RANKED,7202, 2, 112
RANKED,7202, 3, 9005
RANKED,7202, 4, 750
RANKED,7202, 5, 6566
RANKED,7202, 6, 8687
RANKED,7202, 7, 3557
RANKED,7202, 8, 6728
RANKED,7202, 9, 7426
RANKED,7203, 0, 3764
RANKED,7203, 1, 8574
RANKED,7203, 2, 9918
RANKED,7203, 3, 7947
RANKED,7203, 4, 8186
RANKED,7203, 5, 8544
RANKED,7203, 6, 1555
RANKED,7203, 7, 6098
RANKED,7204, 0, 4825
RANKED,7204, 1, 9099
RANKED,7204, 2, 68
RANKED,7204, 3, 4215
RANKED,7204, 4, 5133
RANKED,7204, 5, 8810
RANKED,7204, 6, 6035
RANKED,7204, 7, 5302
RANKED,7204, 8, 5585
RANKED,7204, 9, 671
RANKED,7204, 10, 3461
RANKED,7204, 11, 9333
RANKED,7205, 0, 20
RANKED,7205, 1, 4712
RANKED,7205, 2, 5700
RANKED,7205, 3, 5650
RANKED,7205, 4, 660
RANKED,7206, 0, 7200
RANKED,7206, 1, 6965
RANKED,7206, 2, 1603
RANKED,7206, 3, 2982
RANKED,7206, 4, 986
RANKED,7207, 0, 7331
RANKED,7207, 1, 3419
RANKED,7207, 2, 3928
RANKED,7207, 3, 963
RANKED,7207, 4, 1541
RANKED,7207, 5, 6737
RANKED,7207, 6, 5187
RANKED,7207, 7, 6125
RANKED,7207, 8, 944
RANKED,7207, 9, 47
RANKED,7207, 10, 5791
RANKED,7208, 0, 5742
RANKED,7209, 0, 6918
RANKED,7209, 1, 4302
RANKED,7209, 2, 9392
RANKED,7209, 3, 2153
RANKED,7209, 4, 4312
RANKED,7209, 5, 965
RANKED,7209, 6, 5765
RANKED,7209, 7, 4462
RANKED,7209, 8, 3371
RANKED,7209, 9, 7700
RANKED,7209, 10, 6669
RANKED,7209, 11, 9111
RANKED,7209, 12, 5734
RANKED,7209, 13, 5518
RANKED,7209, 14, 3018
RANKED,7210, 0, 8864
RANKED,7210, 1, 800
RANKED,7210, 2, 9195
RANKED,7210, 3, 6383
RANKED,7211, 0, 3993
RANKED,7211, 1, 3974
RANKED,7211, 2, 1711
RANKED,7212, 0, 824
RANKED,7212, 1, 3113
RANKED,7212, 2, 9259
RANKED,7213, 0, 486
RANKED,7213, 1, 8198
RANKED,7213, 2, 8100
RANKED,7213, 3, 2904
RANKED,7214, 0, 2758
RANKED,7214, 1, 1225
RANKED,7214, 2, 5689
RANKED,7214, 3, 1890
RANKED,7214, 4, 9268
RANKED,7214, 5, 7412
RANKED,7214, 6, 3247
RANKED,7215, 0, 2798
RANKED,7215, 1, 5043
RANKED,7215, 2, 2657
RANKED,7215, 3, 5973
RANKED,7215, 4, 5560
RANKED,7215, 5, 6248
RANKED,7216, 0, 5083
RANKED,7216, 1, 3097
RANKED,7216, 2, 3549
RANKED,7217, 0, 1350
RANKED,7217, 1, 467
RANKED,7217, 2, 1407
RANKED,7217, 3, 3889
RANKED,7217, 4, 9142
RANKED,7217, 5, 4784
RANKED,7218, 0, 6992
RANKED,7218, 1, 7545
RANKED,7218, 2, 5294
RANKED,7218, 3, 8353
RANKED,7218, 4, 4651
RANKED,7218, 5, 5194
RANKED,7218, 6, 8066
RANKED,7218, 7, 7175
RANKED,7218, 8, 5992
RANKED,7219, 0, 6452
RANKED,7219, 1, 5348
RANKED,7219, 2, 6449
RANKED,7219, 3, 9891
RANKED,7219, 4, 4162
RANKED,7219, 5, 987
RANKED,7219, 6, 9208
RANKED,7220, 0, 8831
RANKED,7220, 1, 9676
RANKED,7220, 2, 3792
RANKED,7220, 3, 1015
RANKED,7221, 0, 7357
RANKED,7221, 1, 9655
RANKED,7221, 2, 3813
RANKED,7221, 3, 8629
RANKED,7221, 4, 4750
RANKED,7221, 5, 9117
RANKED,7222, 0, 4974
RANKED,7222, 1, 7508
RANKED,7222, 2, 6733
RANKED,7222, 3, 3154
RANKED,7223, 0, 9904
RANKED,7223, 1, 5817
RANKED,7223, 2, 3273
RANKED,7223, 3, 2776
RANKED,7223, 4, 8691
RANKED,7223, 5, 68
RANKED,7223, 6, 2284
RANKED,7223, 7, 9508
RANKED,7223, 8, 2189
RANKED,7224, 0, 8630
RANKED,7224, 1, 4227
RANKED,7224, 2, 60
RANKED,7224, 3, 1065
RANKED,7224, 4, 5433
RANKED,7224, 5, 6058
RANKED,7224, 6, 7690
RANKED,7224, 7, 9930
RANKED,7225, 0, 9355
RANKED,7225, 1, 8353
RANKED,7225, 2, 5658
RANKED,7226, 0, 9344
RANKED,7226, 1, 5090
RANKED,7227, 0, 9293
RANKED,7227, 1, 8210
RANKED,7227, 2, 3419
RANKED,7227, 3, 9689
RANKED,7227, 4, 980
RANKED,7227, 5, 5545
RANKED,7227, 6, 3785
RANKED,7227, 7, 2078
RANKED,7228, 0, 9638
RANKED,7228, 1, 9150
RANKED,7228, 2, 6774
RANKED,7228, 3, 9425
RANKED,7228, 4, 1254
RANKED,7228, 5, 1192
RANKED,7228, 6, 9374
RANKED,7228, 7, 5097
RANKED,7229, 0, 6872
RANKED,7229, 1, 5598
RANKED,7229, 2, 2741
RANKED,7229, 3, 6981
RANKED,7229, 4, 1137
RANKED,7229, 5, 1252
RANKED,7229, 6, 3268
RANKED,7229, 7, 6443
RANKED,7229, 8, 6246
RANKED,7230, 0, 8091
RANKED,7230, 1, 8903
RANKED,7230, 2, 1649
RANKED,7230, 3, 9921
RANKED,7230, 4, 3738
RANKED,7230, 5, 1650
RANKED,7231, 0, 887
RANKED,7231, 1, 818
RANKED,7231, 2, 6310
RANKED,7231, 3, 4933
RANKED,7231, 4, 5415
RANKED,7231, 5, 9250
RANKED,7231, 6, 8961
RANKED,7231, 7, 2266
RANKED,7231, 8, 3986
RANKED,7231, 9, 4825
RANKED,7232, 0, 8716
RANKED,7232, 1, 3805
RANKED,7232, 2, 1729
RANKED,7232, 3, 4668
RANKED,7232, 4, 1242
RANKED,7232, 5, 3333
RANKED,7233, 0, 3203
RANKED,7233, 1, 363
RANKED,7234, 0, 5546
RANKED,7234, 1, 4948
RANKED,7234, 2, 7058
RANKED,7234, 3, 4056
RANKED,7234, 4, 6730
RANKED,7235, 0, 8383
RANKED,7236, 0, 3543
RANKED,7236, 1, 4726
RANKED,7236, 2, 7561
RANKED,7236, 3, 3344
RANKED,7236, 4, 2160
RANKED,7236, 5, 5076
RANKED,7236, 6, 9338
RANKED,7236, 7, 7711
RANKED,7236, 8, 7616
RANKED,7236, 9, 2554
RANKED,7237, 0, 4354
RANKED,7237, 1, 3522
RANKED,7237, 2, 2805
RANKED,7237, 3, 7121
RANKED,7238, 0, 6888
RANKED,7238, 1, 2090
RANKED,7238, 2, 7456
RANKED,7238, 3, 1072
RANKED,7238, 4, 125
RANKED,7239, 0, 5851
RANKED,7239, 1, 1147
RANKED,7239, 2, 3563
RANKED,7239, 3, 1346
RANKED,7240, 0, 2189
RANKED,7240, 1, 1875
RANKED,7240, 2, 204
RANKED,7240, 3, 7728
RANKED,7240, 4, 962
RANKED,7240, 5, 5315
RANKED,7241, 0, 689
RANKED,7241, 1, 1939
RANKED,7241, 2, 7489
RANKED,7241, 3, 452
RANKED,7241, 4, 6357
RANKED,7241, 5, 8366
RANKED,7241, 6, 2446
RANKED,7241, 7, 2202
RANKED,7242, 0, 6085
RANKED,7242, 1, 3789
RANKED,7242, 2, 1035
